"Nome Fantasia ","Responsável pelas compras","Telefone ","Rua","Bairro","Cidade","Atividade",""
"Oficina do cleyton","Tem que ligar","28999186343","Iran boechat","Bom pastor","Cachoeiro de itapemirim ","Oficina",""
"Jotral comercial ","Joao batista ou deniseth ","28998854272","Av francisco mardegan 28","Boa vista","Cachoeiro de itapemirim ","Oficina",""
"Eletro reis oficina ","Marcos aurelio ou milton reis","2835223528","Praça dr luiz tinoco da fonseca s.n","Centro ","Cachoeiro de itapemirim ","Oficina",""
"Pegab peças e acessorios","Tem que ligar ","2835210386","Av aristides campos 91","Santo antonio ","Cachoeiro de itapemirim ","Oficina",""
"Zé torneiro mecanica pesada ","Tem que ligar","2835220175","Joao cipriano 20 ","Maria hortiz","Cachoeiro de itapemirm","Oficina",""
"CADIESEL BOMBAS INJETORAS","Carlos roberto ou ana celia ","2835181166","Av fioravante cipriano 674","Aeroporto ","Cachoeiro de itapemirim ","Oficina",""
"Del diesel ","Tem que ligar","28999856030","Domingos alcino dadalto 458","Jardim itapemirim "," Cachoeiro de itapemirim ","Oficina",""
"Rally pneus ","Welington ou fernanda","28999739372","Av francisco lacerda de aguiar 433","Amarelo","Cachoeiro de itapemirim ","Oficina",""
"Oficina do marquinho ","Marquinho ","28999622441","Av constatino negreli 240 ","Aeroporto ","Cachoeiro de itapemirim ","Oficina",""
"Oficina marinato ","Tem que ligar","2835224247","Joaquim cheim 26","Basileia ","Cachoeiro de itapemirim ","Oficina",""
"Jk rerifica de motores","Andre sartorio ou joaquim alfredo ","2835212463","Euclides da cunha 13","Paraiso ","Cachoeiro de itapemirim ","Oficina",""
"Glauber mecanica ","Glauber","28999235388","Bras vivacqua ","Itaoca","Itaoca","Oficina",""
"Top escapamentos","Tem que ligar","2825184355","Dirceu alves Medeiros 53","Vila rica","Cachoeiro de itapemirim ","Oficina",""
"Mecanica alves","Tem que ligar","28999245790","Francisca dias ciqueira s.n","Abelardo ferreira machado ","Cachoeiro de itapemirim ","Oficina",""
"Brito serviços automotivos","Tem que ligar","28999401414","Apostolo joao evangelista 49 ","Rui pinto bandeira ","Cachoeiro de itapemirim ","Oficina",""
"Augustos baterias e radiadores","Delcino ou lucia helena","2835228308","Av aristides campos 60 ","Nova brasilia ","Cachoeiro de itapemirim ","Oficina",""
"Cartorio primera zona de registro de imóveis ","Tem que ligar","2830272671","R Barbosa 24 ","Centro ","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio primeiro oficio de notas","Tem que ligar","2835229896","R costa pereira 151","Centro","Cachoeiro de itapemirim ","Cartorio ",""
"Auto clara serviços ltda","Daniele ou maria eduarda","2835214126","Av  mauro miranda madureira 1539 a 1615","Dr luiz tinoco da fonseca","Cachoeiro de itapemirim ","Oficina",""
"Cartorio do 4 oficio","Tem que ligar","2835211929","R. Ciqueira lima 35","Centro ","Cachoeiro de itapemirim ","Cartorio ",""
"5 cartorio de notas de itapemirim ","Tem que ligar","2835222995","Av jones dos santos neves 1352","Caiçara ","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio do primeiro oficio de registro civil ","Fernando vieira","2835220139","R vinte e cinco de março 178","Centro","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio braga 3 oficio ","Tem que ligar","2835211266","Av  beira rio 3","Centro ","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio de registro e documentos de pessoas juridicas","Tem que ligar","2835227797","R.natalino moreira 8","Independencia","Cachoeiro de itapemirim ","Cartorio ",""
"2 cartorio de registro civil e tabelionado helena almokdic","Tem que ligar ","2835220496","Av pinheiro junior 192","Ibitiquara"," Cachoeiro de itapemirim ","Cartorio ",""
"3 tabelionato de protesto de titulos de cachoeiro de itapemirim","Roberto ","2830284388","R resk salim carone 42","Gilberto machado ","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio rc facil cachoeiro de itapemirim ","Tem que ligar","28999654820","Jeronimo ribeiro 59","Amarelo ","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio primeira vara civil ","Soyla maria ou fabia cristina","2835261700","Av monte castelo sn","Independencia ","Cachoeiro de itapemirim ","Cartorio ",""
"1 tabelionato de protesto e titulos ","Tem que ligar ","2835217048","R costa pereira 90","Centro","Cachoeiro de itapemirim ","Cartorio ",""
"Cartorio 2 oficio cachoeiro de itapemirim ","Tem q ligar","2835220496","Av francisco lacerda de aguiar 214","Gilberto machado ","Cachoeiro de itapemirim ","Cartorio ",""
"Faculdade São Camilo","Ivan","28999108590","R.sao camilo de lellis 1","Paraiso","Cachoeiro de itapemirim ","Faculdade",""
"Enerbras material eletrico ","Camila ou gabriela","2830279282","Jose rosa machado 85","Abelardo ferreira machado ","Cachoeiro de itapemirim ","Loja",""
"Italuz materiais elétricos ","Victor marone","2830285345","Jose rosa machado 117","Abelardo ferriera machado","Cachoeiro de itapemirim ","Loja",""
"Jobel materiais elétricos ","Juscelino preato ou isabel ","2835224298","Ed fragata. Av francisco lacerda de aguiar 314","Gilberto machado ","Cachoeiro de itapemirim ","Loja",""
"Flach materiais elétricos ","Tem que ligar","2835217290","Av nossa senhora da consolação 98","Vila rica","Cachoeiro de itapemirim ","Loja",""
"Brito materiais elétricos ","Paulo brito ou ana paula","2835226396","Av aristides campos 37","Nova Brasília ","Cachoeiro de itapemirim ","Loja",""
"Eletromax","Manoel amboss ou cirlene","2835212026","Praça jeronimo monteiro 67","Centro","Cachoeiro de itapemirim ","Loja",""
"Cachoeiro materiais elétrico ","Valeria ou rodrigo ","28999917456","Av jones dos santos neves 913","Jardim América ","Cachoeiro de itapemirim ","Loja",""
"Comercial itabira materiais elétricos ","Vagner ou solange","2833010157","Av  aristides campos s.n","Basileia ","Cachoeiro de itapemirim ","Loja",""
"Eletro neves wj materiais eletricos","Weberton ou allan ","28999863497","Av bolivar de abreu 37","Abelardo ferreira machado ","Cachoeiro de itapemirim ","Loja",""
"Apice eletrica limitada","Antonio de souza ou cassio ","3521828728","Av aristides campos 1472","Gilberto machado ","Cachoeiro de itapemirim ","Loja",""
"Eletro campos materiais eletricos","Osmar ou eliene","2835173444","Av jones dos santos neves 161","Santo Antônio ","Cachoeiro de itapemirim ","Loja",""
"Casa eletrica ltda","Renato silva ","2835211080","Av jones dos santos neves 232","Maria hortiz ","Cachoeiro de itapemirim ","Loja",""
"Loja caxufios","Tem que ligar","2830369111","R. Gumercindo moura nunes s.n","Abelardo ferreira machado ","Cachoeiro de itapemirim ","Loja",""
"Eletronica shangay","Ruberval ou Andréia ","2835210754","Av jones dos santos neves 45","Santos antonio ","Cachoeiro de itapemirim ","Loja",""
"Eletro ligth materiais eletricos ","Diogo ou carlise","2835212600","Raul nassar 51","Valdir furtado de amorim ","Cachoeiro de itapemirim ","Loja",""
"Dias material elétrico ","Diego jesus ","28999015381","R 25 de março 159","Centro ","Cachoeiro de itapemirim ","Loja",""
"Renato materiais elétricos ","Tem que ligar","28999754615","Jose rosa machado s.n","Abelardo ferreira machado ","Cachoeiro de itapemirim ","Loja",""
"Eletrobrasil","Tem que ligar","2835219033","Fioravante dardengo s.n","Maria hortiz ","Cachoeiro de itapemirim ","Loja",""
"Eletro vital ","Tem que ligar","2835176857","Av frederico Augusto coseer 07","Aeroporto ","Cachoeiro de itapemirim ","Loja",""
"Eletrica lucas","Lucas ","2835212447","Maria de fatima pim 2","Caiçara ","Cachoeiro de itapemirim ","Loja",""
"Guaxu fios","Tem que ligar","28999495421","Raul luiz de souza 6","Monte cristo ","Cachoeiro de itapemirim ","Loja",""
"Eletro paulo materiais eletricos e serviços ","Renan muniz ","28998824402","Valentim fullin 3","Jardim itapemirim ","Cachoeiro de itapemirim ","Loja",""
"Flash materiais elétricos ","Marcio marques","28999841963","Av jones dos santos neves s.n","Agostinho simonato ","Cachoeiro de itapemirim ","Loja",""
"Eletrica","Tem que ligar","2830273429","Av theodorico ferraço 139","Parque das laranjeiras ","Cachoeiro de itapemirim ","Loja",""
"Centriletrica central transformadores e motores","Tem que ligar","2835215037","Av alan Kardec s.n","Luiz tinoco da fonseca","Cachoeiro de itapemirim ","Loja",""
"Mundial eletro ","Tem que ligar","2832005088","Av governador jones dos santos neves 45","Santo Antônio ","Cachoeiro de itapemirim ","Loja",""
"Casa luma ","Sergio marcondes","2835112001","Capitão deslandes 77","Centro ","Cachoeiro de itapemirim ","Loja",""
"Eletroval de rebobinamentos de motores e transformadoresr","Valdemiro ou marinilde","2835227130","R jose rosa machado 46","Novo parque","Cachoeiro de itapemirim ","Loja",""
"Itamacon itapemirim material de construção ","Tem que ligar","2835220808","Papa joao 23 n7","Vilage da luz","Cachoeiro de itapemirim ","Loja",""
"J.R fardin material de construção ","Jose paulo ou sonia marta","2835223751","R. Manoel fonseca 13","Ferroviarios","Cachoeiro de itapemirim ","Loja",""
"Costa material de construção ","Nivalnyr ou Zanete ","2835219700","R. Professora gercia ferreira guimaraes s.n","Independencia","Cachoeiro de itapemirim ","Loja",""
"Casafeita material de construção ","Zanoni moulin filho ","2835226188","Av aristides campos 216","Basileia","Cachoeiro de itapemirim ","Loja",""
"Do carmo material de construção ","Adriano","28999522215","Agostinho segundo tirelo 03","Aeroporto ","Cachoeiro de itapemirim ","Loja",""
"Jato eletro instaladora ltda","Adilson dardengo ou romulo dardengo ","2835221029","Av beira rio 13","Guandu ","Cachoeiro de itapemirim ","Loja",""
"Eletro polonini","Gislaine e lucineia","2835117198","Jose rosa machado 319","Alto novo parque","Cachoeiro de itapemirim ","Loja",""
"Bahiense material de construcao","Danilo e genilsa","2835223858","R jeronimo ribeiro 453","Amarelo","Cachoeiro de itapemirim ","Loja",""
"Eletrica vmc ","Carlos henrique ou marilde maria ou valdemiro brioli","2830250187","Jose rosa machado 80","Abelardo ferreira machado ","Cachoeiro de itapemirim ","Loja",""
"Zamaco material de construção ","Jose rogerio zampirolli ou maria do carmo zampirolli","2835226255","R coronel borges 234","Coronel borges","Cachoeiro de itapemirim ","Loja",""
"Promacon material de construção ","Gilmar preres ou romario peres","2835173358","Dr ozires de almeida 99","Vila rica","Cachoeiro de itapemirim ","Loja",""
"Casa matos","Tem que ligar","2835225602","Rodovia gomercindo moura nunes 165","Vilage da luz","Cachoeiro de itapemirim ","Loja",""
"Avenida material de construção ","Tem que ligar","2835151049","Av theodorico ferraço 126","Gilson carone","Cachoeiro de itapemirim ","Loja",""
"Casa da borracha ","Jose henrique ou maria jamil ","2835263500","Av aristides campos 37","Santo antonio ","Cachoeiro de itapemirim ","Loja",""
"D & S comercial ","Antonio duarte ou lucas moreira ","28999039292","Av francisco mardegan 542","Marbrasa ","Cachoeiro de itapemirim ","Loja",""
"Buzato material de construção ","Lucas ou luma ou regina","2835153100","Av jones dos santos neves  480","Parque das laranjeiras","Cachoeiro de itapemirim ","Loja",""
"Moulin materiais de construcao ","Leandro moulin ou paulineia","28999338992","Jose lourenzo solino 71","Alto amarelo ","Cachoeiro de itapemirim ","Loja",""
"Comercial kaxu material de construção ","Tem que ligar","2830367939","Av francisco mardegan 743","Marbrasa","Cachoeiro de itapemirim ","Loja",""
"Colegio jesus cristo rei","Tem que ligar falar com o responsável por compras","2835211800","Av monte castelo 9 ","Independencia ","Cachoeiro de itapemirim ","Escola",""
"Colegio Guimarães rosa","Dalto nunes ","2830277745","25 de março 100","Centro","Cachoeiro de itapemirim ","Escola",""
" Colegio Ciac raymundo andrade","Tem que ligar","2821014899","Rui barbosa 17","Centro ","Cachoeiro de itapemirim ","Escola",""
"Colegio Celp centro de ensino lauro pinheiro ","Lucila fatima ","2835153500","Don fernando 49","Independencia ","Cachoeiro de itapemirim ","Escola",""
"Colegio IPE unidade 2","Ricardo ou luizeth","2835221071","Laudelina louzada 46","Campo leopoldina","Cachoeiro de itapemirim ","Escola",""
"Faest faculdade de ensino superior de transito ","Tem que ligar","28999168008","Manoel fonseca 08","Ferroviários ","Cachoeiro de itapemirim ","Escola",""
"Escola Eeefm fraternidade e luz","Guilherme ","2835224539","Joao santana sn","Sumaré ","Cachoeiro de itapemirim ","Escola",""
"Eeef Dr. Aristides alexandre Campos ","Giovana ou stefani ou maria angela ","2835112387","Av monte castelo s.n","Independencia ","Cachoeiro de itapemirim ","Escola",""
"Maple bear cachoeiro de itapemirim ","Fabio ou marcelo","289998772838","Amelia molinaroli giro 57","Sao geraldo ","Cachoeiro de itapemirim ","Escola",""
"Cenad/cec campus cachoeiro de itapemirim ","Tem que ligar","2830142780","Galeria belas artes praça jeronimo monteiro 37","Centro ","Cachoeiro de itapemirim ","Escola",""
"Colegio adventista de cachoeiro de itapemirim ","Leonidas e jabson","33218191","R dona R. Clarice toledo de carvalho 60","Campo sa leopoldina ","Cachoeiro de itapemirim ","Escola",""
"Hotelzinho colinho de maria","Renata ou willin","2835212810","Joao franklin machado 17","Aquidaban","Cachoeiro de itapemirim ","Escola",""
"Cachoeiro idiomas","Tem que ligar","28999007895","Bernardo horta 258","Guandu ","Cachoeiro de itapemirim ","Escola",""
"Yes ingles e espanhol","Tem que ligar ","28999340209","25 de março 154","Centro ","Cachoeiro de itapemirim ","Escola",""
"Sesi ","Tem que ligar","2835152172","Av domingos alcino dadalto s.n","Ibc","Cachoeiro de itapemirim ","Escola",""
"Bruta madereiras","Tem q ligar","28999246452","Rodovia ricardo barbieri 134","Boa vista ","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Madereira araujo","Weligton ou oswaldo","2835223600","Av bolivar de abreu 55","Aquidaban ","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Madereira jose fiorio ltda","Maria auxiliadora ou José fiorio","2835224965","Nilo pessana 78","Santa Helena ","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Eucalipto madeira ltda","Marcio ou aline","2835214922","Cicero calmom de aguiar 15","Otton marins","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Madereira ervatti","Jose carlos ou antonia mara","2835214133","R mauro miranda madureira 565","Coramara","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Mariom madeiras","Jonatas ou simone","2835150486","Av aristides campos 45","Nova brasilia ","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Tofoli cachoeiro ","Tem que ligar","2835226340","Av aristides campos 61","Nova brasilia","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Madereira  paulino ","Inarlei paulino  ou erna paulino","2835115759","Rodovia br482 cachoeiro x Alegre","Valdir furtado ","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Sessa madeiras","Tem que ligar","2835214700","Anita freitas santiago 45","Monte cristo ","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Madeirão madeira","Tem que ligar","2835224665","Av jones dos santos neves 287","Santo antonio","Cachoeiro de itapemirim ","Marcenaria e Madereira",""
"Biomed laboratorio de analises clinicas","Marcela ambrosio ","2835112457","Av antonio penedo 27","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
"Biotest laboratorio de analises clinicas","Celso ","2835220214","Praça mauro toledo machado 6 ","Gilberto machado ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio santanna","Davids ou fabricio ","2835224730","Antonio caetano Gonçalves 2","Gilberto machado ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio prognose de analises e pesquisas clinicas","Deolinda e gervasio","2835225617","25 de março 1","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio de patologia clinica","Ennes ou joao ","2835117576","R joao monteiro 21","Ferroviarios","Cachoeiro de itapemirim ","Laboratorio ",""
"Andre senna laboratorio de patologia clinica e hematologia","Andre senna ou cristiane","2835217649","Praça gilberto Machado 35","Sumaré ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio Kaniski","Guilherme soares","2835114897","Av dr jose paz barreto 26","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
"Biologic unidade cachoeiro ","Andre ou valeria ou iasmin","28999321200","Av antonio penedo 30","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio pierri ","Diogo ","2830377474","Av cristiano dias lopes 1","Gilberto machado ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio labeasy","Augusto ","28999448640","Capivari 54","Independencia ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio romero ","Tem que ligar","2835150708","Brahim antonio ceder 104","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio paci ","Laura ou maria clara","2830156158","Albono custodio 119","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio Alexandre B machado ","Tem que ligar","2835216026","Joao monteiro 47","Ferroviarios ","Cachoeiro de itapemirim ","Laboratorio ",""
"Laboratorio biodiagnostico ","Ulan bastos ou wilmar jr","2835220601","Praça jeronimo monteiro 67","Centro ","Cachoeiro de itapemirim ","Laboratorio ",""
